"county","key","val"
"Siskiyou","v15",8
"Solano","v15",123
"Sonoma","v15",228
"Stanislaus","v15",198
"Tehama","v15",7
"Trinity","v15",3
"Tulare","v15",150
"Tuolumne","v15",19
"Ventura","v15",955
"Yolo","v15",143
"Yuba","v15",15
"Alameda","v16",867
"Alpine","v16",0
"Amador","v16",3
"Butte","v16",37
"Calaveras","v16",12
"Colusa","v16",1
"Contra Costa","v16",694
"Del Norte","v16",3
"El Dorado","v16",91
"Fresno","v16",229
"Glenn","v16",5
"Humboldt","v16",32
"Imperial","v16",47
"Inyo","v16",9
"Kern","v16",259
"Kings","v16",36
"Lake","v16",7
"Lassen","v16",6
"Los Angeles","v16",5242
"Madera","v16",31
"Marin","v16",179
"Mariposa","v16",2
"Mendocino","v16",18
"Merced","v16",67
"Modoc","v16",0
"Mono","v16",3
"Monterey","v16",170
"Napa","v16",55
"Nevada","v16",28
"Orange","v16",1777
"Placer","v16",161
"Plumas","v16",0
"Riverside","v16",718
"Sacramento","v16",459
"San Benito","v16",22
"San Bernardino","v16",619
"San Diego","v16",1515
"San Joaquin","v16",186
"San Luis Obispo","v16",153
"San Mateo","v16",447
"Santa Barbara","v16",633
"Santa Clara","v16",1313
"Santa Cruz","v16",161
"Shasta","v16",44
"Sierra","v16",0
"Siskiyou","v16",10
"Solano","v16",116
"Sonoma","v16",194
"Stanislaus","v16",173
"Tehama","v16",8
"Trinity","v16",2
"Tulare","v16",151
"Tuolumne","v16",16
"Ventura","v16",750
"Yolo","v16",112
"Yuba","v16",12
"Alameda","v17",910
"Alpine","v17",0
"Amador","v17",6
"Butte","v17",43
"Calaveras","v17",13
"Colusa","v17",1
"Contra Costa","v17",754
"Del Norte","v17",2
"El Dorado","v17",86
"Fresno","v17",228
"Glenn","v17",4
"Humboldt","v17",32
"Imperial","v17",44
"Inyo","v17",5
"Kern","v17",256
"Kings","v17",43
"Lake","v17",7
"Lassen","v17",6
"Los Angeles","v17",5211
"Madera","v17",26
"Marin","v17",193
"Mariposa","v17",3
"Mendocino","v17",23
"Merced","v17",80
"Modoc","v17",0
"Mono","v17",3
"Monterey","v17",181
"Napa","v17",59
"Nevada","v17",35
"Orange","v17",1786
"Placer","v17",188
"Plumas","v17",0
"Riverside","v17",727
"Sacramento","v17",465
"San Benito","v17",21
"San Bernardino","v17",646
"San Diego","v17",1553
"San Joaquin","v17",196
"San Luis Obispo","v17",158
"San Mateo","v17",470
"Santa Barbara","v17",730
"Santa Clara","v17",1376
"Santa Cruz","v17",174
"Shasta","v17",45
"Sierra","v17",0
"Siskiyou","v17",14
"Solano","v17",117
"Sonoma","v17",194
"Stanislaus","v17",181
"Tehama","v17",9
"Trinity","v17",1
"Tulare","v17",166
"Tuolumne","v17",12
"Ventura","v17",806
"Yolo","v17",121
"Yuba","v17",10
"Alameda","v18",961
"Alpine","v18",0
"Amador","v18",10
"Butte","v18",44
"Calaveras","v18",11
"Colusa","v18",3
"Contra Costa","v18",777
"Del Norte","v18",3
"El Dorado","v18",81
"Fresno","v18",238
"Glenn","v18",3
"Humboldt","v18",41
"Imperial","v18",52
"Inyo","v18",4
"Kern","v18",276
"Kings","v18",39
"Lake","v18",6
"Lassen","v18",6
"Los Angeles","v18",5191
"Madera","v18",30
"Marin","v18",211
"Mariposa","v18",3
"Mendocino","v18",27
"Merced","v18",87
"Modoc","v18",1
"Mono","v18",2
"Monterey","v18",165
"Napa","v18",56
"Nevada","v18",36
"Orange","v18",1814
"Placer","v18",172
"Plumas","v18",1
"Riverside","v18",747
"Sacramento","v18",472
"San Benito","v18",26
"San Bernardino","v18",654
"San Diego","v18",1538
"San Joaquin","v18",190
"San Luis Obispo","v18",164
"San Mateo","v18",466
"Santa Barbara","v18",775
"Santa Clara","v18",1449
"Santa Cruz","v18",188
"Shasta","v18",39
"Sierra","v18",0
"Siskiyou","v18",15
"Solano","v18",137
"Sonoma","v18",190
"Stanislaus","v18",183
"Tehama","v18",8
"Trinity","v18",4
"Tulare","v18",156
"Tuolumne","v18",12
"Ventura","v18",829
"Yolo","v18",112
"Yuba","v18",10
"Alameda","v19",1060
"Alpine","v19",0
"Amador","v19",13
"Butte","v19",68
"Calaveras","v19",16
"Colusa","v19",4
"Contra Costa","v19",933
"Del Norte","v19",4
"El Dorado","v19",89
"Fresno","v19",291
"Glenn","v19",6
"Humboldt","v19",39
"Imperial","v19",66
"Inyo","v19",5
"Kern","v19",338
"Kings","v19",50
"Lake","v19",12
"Lassen","v19",5
"Los Angeles","v19",5965
"Madera","v19",39
"Marin","v19",245
"Mariposa","v19",3
"Mendocino","v19",26
"Merced","v19",100
"Modoc","v19",1
"Mono","v19",4
"Monterey","v19",209
"Napa","v19",71
"Nevada","v19",30
"Orange","v19",2026
"Placer","v19",189
"Plumas","v19",2
"Riverside","v19",815
"Sacramento","v19",535
"San Benito","v19",34
"San Bernardino","v19",765
"San Diego","v19",1686
"San Joaquin","v19",241
"San Luis Obispo","v19",179
"San Mateo","v19",572
"Santa Barbara","v19",1056
"Santa Clara","v19",1691
"Santa Cruz","v19",226
"Shasta","v19",48
"Sierra","v19",0
"Siskiyou","v19",13
"Solano","v19",174
"Sonoma","v19",236
"Stanislaus","v19",199
"Tehama","v19",10
"Trinity","v19",4
"Tulare","v19",188
"Tuolumne","v19",10
"Ventura","v19",1064
"Yolo","v19",117
"Yuba","v19",11
"Alameda","v20",1016
"Alpine","v20",0
"Amador","v20",13
"Butte","v20",76
"Calaveras","v20",18
"Colusa","v20",4
"Contra Costa","v20",907
"Del Norte","v20",5
"El Dorado","v20",90
"Fresno","v20",284
"Glenn","v20",7
"Humboldt","v20",42
"Imperial","v20",65
"Inyo","v20",6
"Kern","v20",362
"Kings","v20",56
"Lake","v20",12
"Lassen","v20",6
"Los Angeles","v20",5685
"Madera","v20",35
"Marin","v20",268
"Mariposa","v20",6
"Mendocino","v20",33
"Merced","v20",97
"Modoc","v20",1
"Mono","v20",4
"Monterey","v20",209
"Napa","v20",76
"Nevada","v20",29
"Orange","v20",1989
"Placer","v20",201
"Plumas","v20",2
"Riverside","v20",831
"Sacramento","v20",535
"San Benito","v20",29
"San Bernardino","v20",817
"San Diego","v20",1636
"San Joaquin","v20",255
"San Luis Obispo","v20",181
"San Mateo","v20",581
"Santa Barbara","v20",1011
"Santa Clara","v20",1791
"Santa Cruz","v20",213
"Shasta","v20",45
"Sierra","v20",0
"Siskiyou","v20",12
"Solano","v20",164
"Sonoma","v20",260
"Stanislaus","v20",210
"Tehama","v20",10
"Trinity","v20",2
"Tulare","v20",194
"Tuolumne","v20",9
"Ventura","v20",1048
"Yolo","v20",108
"Yuba","v20",16
"Alameda","v21",1057
"Alpine","v21",0
"Amador","v21",12
"Butte","v21",67
"Calaveras","v21",19
"Colusa","v21",5
"Contra Costa","v21",933
"Del Norte","v21",9
"El Dorado","v21",112
"Fresno","v21",268
"Glenn","v21",8
"Humboldt","v21",42
"Imperial","v21",59
"Inyo","v21",5
"Kern","v21",372
"Kings","v21",47
"Lake","v21",13
"Lassen","v21",5
"Los Angeles","v21",5670
"Madera","v21",31
"Marin","v21",293
"Mariposa","v21",5
"Mendocino","v21",37
"Merced","v21",107
"Modoc","v21",2
"Mono","v21",4
"Monterey","v21",215
"Napa","v21",73
"Nevada","v21",32
"Orange","v21",2065
"Placer","v21",198
"Plumas","v21",1
"Riverside","v21",819
"Sacramento","v21",546
"San Benito","v21",28
"San Bernardino","v21",800
"San Diego","v21",1612
"San Joaquin","v21",277
"San Luis Obispo","v21",195
"San Mateo","v21",617
"Santa Barbara","v21",964
"Santa Clara","v21",1878
"Santa Cruz","v21",178
"Shasta","v21",51
"Sierra","v21",0
"Siskiyou","v21",7
"Solano","v21",151
"Sonoma","v21",273
"Stanislaus","v21",217
"Tehama","v21",12
"Trinity","v21",4
"Tulare","v21",192
"Tuolumne","v21",8
"Ventura","v21",1046
"Yolo","v21",114
"Yuba","v21",19
